No;name;nameBirth;positionFirst;positionSecond;potential;skillPass;skillShotInterior;skillShotExterior;skillShotFree;skillPhysique;skillBlock;skillRebound;skillSteal;tendencyIn;tendencyEx;tendencyFr;ATT;DEF;Ranks;age;yearsLeague;team;teamID;yearsContract;salary;stateInjury;draft;image;info
702;阿尔贝托-阿巴尔德;Alberto Abalde;3;0;8;68;65;79;57;57;51;62;73;66;74;59;59;67;63;29;0;0;0;0;0;0;0;5001;阿尔贝托-阿巴尔德-迪亚斯（Alberto Abalde Díaz，生于 1995 年 12 月 15 日），西班牙职业篮球运动员，效力于西班牙 ACB 联盟皇家马德里队和欧洲联赛。他曾入选过西班牙 18 岁以下和 20 岁以下国家队，并在国际赛场上获得过铜牌和银牌。他还随高级国家队参加了 2020 年夏季奥运会。
703;塞尔吉奥·代-拉雷亚;Sergio de Larrea;1;0;9;59;75;65;66;65;64;62;46;76;65;61;58;68;63;19;0;0;0;0;0;0;0;5001;塞尔吉奥-德-拉雷亚-阿森霍（Sergio de Larrea Asenjo，生于 2005 年 12 月 4 日）是西班牙职业篮球运动员，效力于西班牙 ACB 联盟瓦伦西亚队。
704;伊莱-恩迪亚耶;Eli Ndiaye;4;0;8;65;60;76;65;69;51;61;68;63;72;61;61;65;63;21;0;0;0;0;0;0;0;3322;伊莱-约翰-恩迪亚耶-法耶（Eli John Ndiaye Faye）（2004 年 6 月 26 日出生）是一名塞内加尔-西班牙籍职业篮球运动员，现效力于美国国家篮球协会（NBA）亚特兰大老鹰队，与 NBA G 联盟的学院公园天鹰队（College Park Skyhawks）签有双向合同。
705;海梅-普拉迪利亚;Jaime Pradilla;4;5;8;60;72;70;66;60;54;67;61;70;71;67;58;67;63;24;0;0;0;0;0;0;0;5001;海梅-普拉迪拉-加扬（Jaime Pradilla Gayán）（2001 年 1 月 3 日出生）是西班牙职业篮球运动员，效力于西班牙 ACB 联盟瓦伦西亚队。他还代表西班牙国家队参加国际比赛。
706;何塞普-珀珀托;Josep Puerto;3;0;5;69;57;77;69;68;56;52;59;61;77;69;56;69;63;26;0;0;0;0;0;0;0;5001;Josep Puerto Guaita（1999 年 3 月 8 日出生于巴伦西亚的阿尔穆萨费斯）是一名西班牙篮球运动员，现效力于 ACB 联盟的巴伦西亚篮网。他身高 2.02 米，司职小前锋。
707;扬库巴-西马;Yankuba Sima;5;0;8;56;66;62;60;66;71;72;52;67;57;61;66;60;63;28;0;0;0;0;0;0;0;5001;Yankuba Sima Fatty（1996 年 7 月 28 日出生），冈比亚-西班牙籍职业篮球运动员，效力于西班牙 ACB 联赛马拉加 Unicaja 队。他还曾代表西班牙国家队参加国际比赛。西玛身高 6 英尺 11 英寸（2.11 米），司职中锋。
708;圣地亚哥-尤斯塔;Santiago Yusta;5;4;8;64;74;55;59;61;74;61;52;75;59;60;62;64;63;28;0;0;0;0;0;0;0;5001;圣地亚哥-尤斯塔-加西亚（Santiago Yusta García，生于 1997 年 4 月 28 日）是西班牙职业篮球运动员，现效力于 ACB 联盟的萨拉戈萨卡萨德蒙特队。
201;穆萨-迪亚巴特;Moussa Diabaté;5;4;7;52;80;63;65;83;78;88;68;80;60;48;65;85;76;25;0;0;0;0;0;0;936;穆萨·迪亚巴特（Moussa Diabaté，2002年1月21日出生）是一名法国职业篮球运动员，效力于美国职业篮球联赛（NBA）夏洛特黄蜂队。他曾效力于密歇根大学狼獾队。迪亚巴特是公认的五星级新秀，也是2021届的顶级中锋之一。
709;纳迪尔-希斐;Nadir Hifi;2;1;8;69;60;63;69;67;46;56;70;64;70;68;60;66;63;23;0;0;0;0;0;0;0;5001;纳迪尔·希菲（Nadir Hifi，2002年7月16日出生）是一名法国阿尔及利亚裔篮球运动员，效力于法国LNB精英队和欧洲篮球联赛的巴黎篮球队。希菲身高6英尺1英寸（1.85米），司职得分后卫和控球后卫。
710;穆哈马杜-贾特赫;Mouhammadou Jaiteh;5;0;8;53;70;60;64;69;67;66;55;69;63;61;64;62;63;30;0;0;0;0;0;0;0;5001;Mouhammadou Einstein Jaiteh（生于 1994 年 11 月 27 日），俗称 Mam Jaiteh，是一名法国职业篮球运动员，效力于 ABA 联盟和欧洲联赛的迪拜篮球队。他有塞内加尔和冈比亚血统。
558;杰伦-霍尔德;Jaylen Hoard;4;3;6;59;79;65;78;77;70;79;71;66;64;70;69;76;73;26;6;0;0;0;0;201900;1067;杰伦-胡尔德（Jaylen Hoard，出生于 1999 年 3 月 30 日），法裔美国人，职业篮球运动员，效力于以色列超级联赛和欧洲联赛的特拉维夫马卡比队。他曾在维克森林恶魔执事队（Wake Forest Demon Deacons）打过大学篮球。他出生于法国勒阿弗尔，在巴黎的 INSEP 开始了职业生涯，曾在国家男子篮球联赛（NM1）的业余俱乐部 Centre Fédéral de Basket-ball 参加比赛。转学到北卡罗来纳州高点市的卫斯理基督教学院（Wesleyan Christian Academy）后，他成为 2018 届最炙手可热的新秀之一，并被公认为五星新秀。
252;比拉尔-库利巴利;Bilal Coulibaly;3;2;8;72;80;71;74;86;73;74;79;79;74;73;76;82;80;21;2;法国;22;0;0;0;202307;2914;比拉勒-库里巴利（Bilal Coulibaly，2004 年 7 月 26 日出生），法国职业篮球运动员，现效力于美国国家篮球协会（NBA）华盛顿奇才队。在 2023 年 NBA 选秀大会上，他在第七顺位被印第安纳步行者队选中。库利巴利还曾为法国国家队效力，并在 2024 年夏季奥运会上获得银牌。
425;奥斯曼-迪昂;Ousmane Dieng;4;5;7;68;72;69;72;77;71;69;68;72;70;69;71;73;72;22;3;0;0;0;0;0;202211;440;奥斯曼-迪昂（2003 年 5 月 21 日出生），法国职业篮球运动员，现效力于美国国家篮球协会（NBA）俄克拉荷马雷霆队。
186;扎卡里-里萨谢;Zaccharie Risacher;3;4;8;63;77;73;70;82;72;70;73;78;76;70;72;76;75;19;1;0;0;0;0;0;202401;2898;扎卡里-里萨切尔（Zaccharie Risacher，2005 年 4 月 8 日出生），西班牙籍法国职业篮球运动员，现效力于美国国家篮球协会（NBA）亚特兰大老鹰队。他在 2024 年 NBA 选秀大会上被亚特兰大老鹰队以总选秀权第一顺位选中。
255;亚历山大-萨尔;Alexandre Sarr;5;4;9;61;75;70;63;83;81;78;71;78;75;66;71;83;77;19;1;0;0;0;0;0;202402;2009;亚历山大-达姆-萨尔（/sɑːr/ SAR，法语发音：[alɛksɑ̃dʁ saʁ]；生于 2005 年 4 月 26 日）是一名法国职业篮球运动员，现效力于美国国家篮球协会（NBA）华盛顿奇才队，司职中锋。萨尔曾效力于法国青年国家队和澳大利亚全国篮球联赛（NBL）的珀斯野猫队，后在 2024 年 NBA 选秀大会上被奇才队以第二顺位选中。他是篮球运动员奥利维耶-萨尔的弟弟。
711;克里斯蒂安-安德森;Christian Anderson;1;0;8;80;68;71;59;56;55;64;59;62;66;59;55;70;63;19;0;0;0;0;0;0;0;5001;小克里斯蒂安-安德森（Christian Anderson Jr.，出生于 2006 年 4 月 2 日）是一名德裔美国大学生篮球运动员，现效力于美国 12 大联盟的德克萨斯理工大学红色突击队。
242;特里斯坦-达-席尔瓦;Tristan da Silva;3;4;7;61;72;75;72;77;70;70;72;73;75;70;70;74;73;22;0;0;0;0;0;0;202418;3148;特里斯坦-达席尔瓦（Tristan da Silva，2001 年 5 月 15 日出生）是一名德国裔巴西篮球运动员，现效力于美国国家篮球协会（NBA）的奥兰多魔术队。他曾在科罗拉多野牛队打大学篮球。
712;莱昂-克拉策;Leon Kratzer;5;0;8;60;64;56;61;65;70;72;51;69;61;61;65;61;63;28;0;0;0;0;0;0;0;5001;莱昂-克拉泽（Leon Kratzer，1997 年 2 月 4 日出生）是德国职业篮球运动员，现效力于德国篮球甲级联赛（BBL）和欧洲联赛拜仁慕尼黑队。
713;蒂姆-施奈德;Tim Schneider;4;0;8;71;67;69;61;61;54;67;65;63;65;60;59;64;63;27;0;0;0;0;0;0;0;5001;蒂姆-施耐德（Tim Schneider）（1997 年 9 月 1 日出生）是德国职业篮球运动员，现效力于德国篮球甲级联赛（BBL）和欧洲篮球联赛（EuroLeague）的柏林阿尔巴队。
714;尼尔森-魏德曼;Nelson Weidemann;1;0;8;60;69;54;57;71;73;57;52;71;56;60;63;60;62;26;0;0;0;0;0;0;0;5001;尼尔森-杰雷米亚斯-魏德曼（Nelson Jeremias Weidemann，1999 年 3 月 25 日出生）是一名德国职业篮球运动员，现效力于德国篮球甲级联赛（BBL）乌尔姆拉托法姆队。他司职控球后卫。
715;内奥克利斯-阿夫扎拉斯;Neoklis Avdalas;3;1;8;72;59;64;64;68;49;64;65;57;68;61;61;64;62;19;0;0;0;0;0;0;0;5001;Neoklis “Neo” Avdalas（希腊语：Νεοκλής “Νεο ”Αβδάλας；出生于 2006 年 2 月 4 日）是一名希腊大学篮球运动员，现效力于大西洋海岸联盟的弗吉尼亚理工大学北基队。他身高 2.03 米（6 英尺 8 英寸），可以胜任控球后卫、投篮后卫和小前锋等位置。他是前篮球运动员迪米特里斯-阿夫达拉斯（Dimitris Avdalas）的小儿子。
716;纳索斯-巴齐纳斯;Nasos Bazinas;1;0;8;72;66;72;59;57;56;56;64;61;73;63;55;68;62;21;0;0;0;0;0;0;0;5001;0
717;尼科斯-胡格卡兹;Nikos Chougkaz;4;0;8;59;66;57;58;66;73;66;48;67;58;60;64;59;62;24;0;0;0;0;0;0;0;5001;尼古拉斯-丘卡兹（Nikolaos Chougkaz，另一种拼写：Chougaz、Hougkaz、Hougaz）（2000 年 10 月 4 日出生）是一名希腊职业篮球运动员，效力于西班牙 ACB 联盟安道尔队。他身高 6 英尺 10 英寸（2.08 米），司职大前锋。
179;泰勒-多尔西;Tyler Dorsey;2;1;10;62;74;75;70;72;40;58;58;62;77;58;68;55;62;27;1;老鹰;11;1;1100000;0;0;0;1781;泰勒-昆西-多西（希腊语：Τάιλερ Κουίνσι Ντόρσεϊ, Tailer Kouinsy Ntorsey；1996 年 2 月 18 日）是一名美籍希腊职业篮球运动员，效力于希腊篮球联赛和欧洲联赛的奥林匹亚科斯队。他司职投篮后卫。从加利福尼亚州帕萨迪纳的马拉纳塔高中毕业后，他在俄勒冈鸭子队打大学篮球。
718;安东尼奥斯-卡拉吉安尼蒂斯;Antonios Karagiannidis;5;0;8;63;72;59;61;62;73;59;51;73;62;63;60;64;62;23;0;0;0;0;0;0;0;5001;0
719;迪米特里奥斯-卡其维里斯;Dimitrios Katsivelis;1;0;8;60;68;56;68;70;66;60;56;70;62;70;61;62;62;33;0;0;0;0;0;0;0;5001;Dimitrios Katsivelis（另一种拼写：Dimitris）（希腊语：Δημήτρης Κατσίβελης；生于 1991 年 10 月 1 日）是一名希腊职业篮球运动员，效力于希腊篮球联赛和篮球冠军联赛（BCL）的雅典 AEK 队。他身高 1.98 米（6 英尺 6 英寸），体重 96 公斤（212 磅），是一名控球后卫。
720;莱夫特里斯-利奥托普洛斯;Lefteris Liotopoulos;1;2;8;60;59;70;61;65;58;66;65;60;66;63;62;60;62;31;0;0;0;0;0;0;0;5001;0
721;奥马尔-内齐波格罗;Omer Netzipoglou;3;2;8;64;67;75;62;65;56;60;61;66;70;58;58;65;62;22;0;0;0;0;0;0;0;5001;奥米罗斯-内齐波格鲁（希腊语：Όμηρος Νετζήπογλου, 2002 年 11 月 18 日出生）是一名希腊职业篮球运动员，效力于希腊篮球联赛和欧洲联赛的奥林匹亚科斯队。他司职投篮后卫和小前锋。
722;亚历山大-尼古拉伊迪斯;Alexandros Nikolaidis;1;2;8;67;70;69;65;58;52;55;72;65;73;67;57;67;62;22;0;0;0;0;0;0;0;5001;亚历山大-尼古拉伊迪斯（希腊语：Αλέξανδρος Νικολαΐδης），2002 年 8 月 21 日出生，希腊职业篮球运动员，效力于希腊篮球联赛马鲁西队。他身高 1.90 米（6'2 3⁄4"），是一名组合型后卫。
723;亚历山大-萨莫杜罗夫;Alexandros Samodurov;4;0;8;65;63;53;60;63;74;68;57;62;55;56;66;58;62;20;0;0;0;0;0;0;0;5001;亚历山大-萨蒙托罗夫（希腊语：Αλέξανδρος Σαμοντούροβ；生于 2005 年 4 月 20 日）是一名格鲁吉亚-希腊职业篮球运动员，现效力于希腊篮球联赛（GBL）和欧洲联赛的帕纳辛纳科斯队。他身高 2.10 米（6 英尺 11 英寸），是一名大前锋。
724;科斯塔斯·斯洛卡斯;Kostas Sloukas;1;2;9;64;68;58;62;65;58;68;65;62;62;60;62;60;62;35;0;0;0;0;0;0;0;5001;康斯坦丁诺斯-“科斯塔斯”-斯劳卡斯（希腊语：Κωνσταντίνος Σλούκας；生于 1990 年 1 月 15 日），希腊职业篮球运动员，希腊篮球联赛（GBL）和欧洲联赛帕纳辛纳科斯队队长。他还是希腊篮球国家队的常客。科斯塔斯-斯劳卡斯是一名左撇子，身高 1.90 米（6 英尺 3 英寸）[1][2] 组合型后卫，是他这一代人中在欧洲联赛中表现最出色的球员之一。
725;范吉利斯-祖格里斯;Vangelis Zougris;5;0;8;55;73;65;57;62;74;61;50;72;65;59;61;62;61;20;0;0;0;0;0;0;0;5001;Evangelos “Vangelis” Zougris（希腊语：Ευάγγελος “Βαγγέλης” Ζούγρης, 交替拼写： 2004年10月14日出生），希腊职业篮球运动员，效力于希腊篮球联赛（GBL）的佩里斯特里队。祖格里斯还曾代表希腊国家队出战。祖格里斯的主要位置是中锋。
726;狩野富成;Toyoshige Kano;5;0;8;71;59;68;64;60;51;52;72;60;65;62;58;64;61;23;0;0;0;0;0;0;0;5001;0
727;小约翰·哈珀;John Harper Jr.;1;0;8;69;58;66;56;64;47;67;64;63;66;57;60;62;61;22;0;0;0;0;0;0;0;5001;小约翰·劳伦斯·哈珀（日语：ハーパー・ジャン・ローレンス・ジュニア John Lawrence Jr. Harper，2003年2月9日—）是日本的职业篮球选手。出身于冲绳县，现效力B联赛的涩谷阳光摇滚，担任控球后卫。
728;达什-丹尼尔斯;Dash Daniels;1;0;9;66;68;66;57;66;66;55;57;63;65;58;59;63;61;17;0;0;0;0;0;0;0;5001;达什-丹尼尔斯（生于 2007 年 12 月 18 日）是澳大利亚职业篮球运动员，现效力于全国篮球联赛（NBL）墨尔本联合队。
729;欧文-福克沃尔;Owen Foxwell;1;2;8;70;57;74;56;66;46;53;72;59;67;56;59;63;61;21;0;0;0;0;0;0;0;5001;0
730;杰林-加洛韦;Jaylin Galloway;3;0;8;65;60;65;68;69;50;62;61;65;70;62;58;63;61;31;0;0;0;0;0;0;0;3130;杰林-加洛韦（Jaylin Galloway）（2002 年 12 月 21 日出生），澳裔美国人，职业篮球运动员，效力于 NBL1 东部的班克斯镇布鲁恩斯队。他还与全国篮球联赛（NBL）的悉尼国王队签有合同。
731;威廉-希基;William Hickey;2;1;8;64;56;78;64;59;49;66;64;57;70;65;57;64;61;26;0;0;0;0;0;0;0;5001;威廉-大卫-“达沃”-希基（William David “Davo” Hickey，1999 年 1 月 18 日出生）是澳大利亚职业篮球运动员，效力于澳大利亚国家篮球联赛（NBL）伊拉瓦拉老鹰队。2019-20 赛季，他作为墨尔本东南凤凰队（South East Melbourne Phoenix）的发展球员首次亮相 NBL。2021-22 赛季在墨尔本联队效力一个赛季后，他于 2022 年加盟伊拉瓦拉老鹰队，并帮助球队在 2025 年夺得 NBL 总冠军。自 2018 年以来，他还一直在澳大利亚各州联赛打球，2024 年在阿尔伯里沃东加强盗队（Albury Wodonga Bandits）获得了 NBL1 东部全明星五人组和年度最佳防守球员的荣誉。2025 年，他曾效力于新西兰国家篮球联赛（NZNBL）的奥克兰图塔拉队（Auckland Tuatara）。
732;肖恩-麦克唐纳;Sean Macdonald;2;1;8;63;61;54;52;72;73;66;46;67;53;53;66;56;61;25;0;0;0;0;0;0;0;5001;肖恩-马修-麦克唐纳（Sean Matthew Macdonald）（2000 年 4 月 21 日出生）是澳大利亚职业篮球运动员，效力于新西兰全国篮球联赛（NZNBL）坎特伯雷公羊队。他还与全国篮球联赛（NBL）的塔斯马尼亚跳跳鱼队（Tasmania JackJumpers）签有合同。他于 2021 年作为发展球员加入 JackJumpers。2024 年，他获得了 NBL 最有进步球员奖，并帮助 JackJumpers 赢得了 NBL 总冠军。
733;雷恩-史密斯;Reyne Smith;2;0;8;70;67;66;62;64;53;49;70;62;71;59;57;65;61;22;0;0;0;0;0;0;0;5001;雷恩-史密斯（Reyne Smith，2002 年 10 月 28 日出生）是澳大利亚职业篮球运动员。他曾在大学篮球队查尔斯顿美洲狮队和路易斯维尔红雀队效力。
734;哈利-韦塞尔斯;Harry Wessels;3;4;8;68;72;60;58;62;65;60;51;69;59;57;58;64;61;23;0;0;0;0;0;0;0;5001;0
207;戴德里克-劳森;DEDRIC LAWSON;4;0;8;82;90;83;80;87;73;88;79;89;82;78;90;87;88;27;0;新疆;11;1;0;0;0;5001;戴德里克-尼古拉斯-劳森（Dedric Nicholaus Lawson）（1997 年 10 月 1 日出生），美籍黎巴嫩裔职业篮球运动员，现效力于中国篮球协会（CBA）新疆飞虎队。他曾在大学篮球队孟菲斯老虎队和堪萨斯杰鹰队效力。
168;布兰登-古德温;Brandon Goodwin;1;2;9;87;91;85;89;85;68;74;75;87;89;79;94;79;87;29;0;0;0;1;0;0;0;1820;布兰登-古德温（Brandon Goodwin，出生于 1995 年 10 月 2 日），美国出生，归化卡塔尔籍，职业篮球运动员，效力于中国篮协（CBA）山西龙狮队。他曾效力于 UCF 骑士队和佛罗里达海湾海岸老鹰队，并被后者评为 2018 年 ASUN 联盟年度最佳球员。
735;贺丹;Adam Hinton;1;2;8;64;58;70;65;70;58;55;63;61;67;61;60;62;61;22;0;0;0;0;0;0;0;5001;贺丹（英语：Adam Tsang Hinton，直译：“亚当·臧·辛顿”，2003年7月9日—）为美国男子篮球运动员，场上位置为后卫，现效力于常春藤盟校康奈尔大学。
736;贺博;Robert Hinton;2;0;8;59;57;66;55;72;70;58;57;64;59;60;64;57;61;19;0;0;0;0;0;0;0;5001;贺博（英语：Robert Tsang Hinton，直译：“罗伯特·臧·辛顿”，2006年2月20日—）为美国男子篮球运动员，场上位置为得分后卫，现效力于常春藤盟校哈佛大学。
737;卡林-戴维森;Carlin Davison;3;4;8;72;56;58;64;65;63;65;60;57;63;61;61;60;61;21;0;0;0;0;0;0;0;5001;0
733;莫哈维-金;Mojave King;2;0;8;68;72;72;61;73;71;73;55;69;70;56;66;67;67;24;2;0;0;0;0;202347;2931;莫哈韦-杰克逊-金（/məˈhɑːvi/ mə-HAH-vee；2002 年 6 月 11 日出生）是一名美籍新西兰职业篮球运动员，曾效力于新西兰全国篮球联赛（NZNBL）的陶朗加威海队。他的职业生涯始于 2020 年的澳大利亚全国篮球联赛（NBL），第一个赛季效力于凯恩斯大班队（Cairns Taipans）。在阿德莱德 36 人队效力一个赛季后，他于 2022 年加入了 NBA G 联盟 Ignite 队。在 2023 年 NBA 选秀大会上，他在总第 47 顺位被洛杉矶湖人队选中。
738;多纳特·鲁索-南斯;Dontae Russo-Nance;1;2;8;61;65;55;55;70;69;67;50;70;54;51;65;58;61;20;0;0;0;0;0;0;0;5001;唐泰-鲁索-南斯（Dontae Russo-Nance，出生于 2005 年 1 月 20 日）是一名新西兰职业篮球运动员，现效力于新西兰全国篮球联赛（NZNBL）的马纳瓦图喷气机队。他还与全国篮球联赛（NBL）的珀斯野猫队（Perth Wildcats）签有合同。2021 年和 2022 年，他在新西兰 NBL 奥克兰 Huskies/Tuatara 队打了两个赛季，并在 2022 年获得年度最佳青年球员的荣誉。在美国橡树山学院（Oak Hill Academy）效力一个赛季后，他于 2023 年 5 月与野猫队签约。
739;泰勒-布里特;Taylor Britt;1;2;8;56;64;65;59;73;66;60;55;64;62;57;63;59;61;28;0;0;0;0;0;0;0;5001;0
740;泰恩-默里;Taine Murray;2;0;8;67;56;62;71;68;55;56;63;58;67;65;58;62;61;23;0;0;0;0;0;0;0;5001;泰恩-杰克逊-穆雷（Taine Jackson Murray，2002 年 4 月 19 日出生）是新西兰职业篮球运动员，现效力于全国篮球联赛（NBL）布里斯班子弹队。他曾在弗吉尼亚骑士队（Virginia Cavaliers）打过大学篮球。
741;本-戈尔德;Ben Gold;3;4;8;56;66;66;60;61;65;62;67;65;64;61;62;59;61;22;0;0;0;0;0;0;0;5001;他身高 6'11"，体重 235 磅，是一名来自新西兰惠灵顿的前锋，在加入马奎特队之前，他曾在澳大利亚 NBA 全球学院学习。
742;杰克-安德鲁;Jack Andrew;1;2;8;59;72;65;58;66;62;62;51;68;57;57;59;62;60;24;0;0;0;0;0;0;0;5001;0
743;阿卜杜拉-奥拉朱旺;ABDULLAH OLAJUWON;1;2;8;67;64;61;55;67;54;59;65;66;58;62;59;59;60;21;0;0;0;0;0;0;0;5001;0
